Best trial value: 0.06463124061801206
Best hyperparameters: {'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}

All trial results:
Trial 0: Value=0.27558485586377646, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 0.0005857058549580344, 'num_neurons': 14, 'l1_reg': 5.406238592074009e-05, 'l2_reg': 0.22678087292035196}
Trial 115: Value=0.10187717185863239, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.0002350276631696691, 'num_neurons': 41, 'l1_reg': 0.00192863577145056, 'l2_reg': 9.224464295838063e-08}
Trial 116: Value=0.3517219879844217, Params={'optimizer': 'SGD', 'activation_function': 'leaky_relu', 'learning_rate': 0.00017728673218270766, 'num_neurons': 39, 'l1_reg': 0.0037545207285135636, 'l2_reg': 1.7933920797617974e-07}
Trial 117: Value=0.09277153228082306, Params={'optimizer': 'Adam', 'activation_function': 'leaky_relu', 'learning_rate': 0.0003427883867562111, 'num_neurons': 52, 'l1_reg': 0.0008226951338358023, 'l2_reg': 1.3818051800590331e-06}
Trial 118: Value=0.10498885263657348, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.0002734013219358105, 'num_neurons': 36, 'l1_reg': 0.0002398586052028569, 'l2_reg': 5.725388497377066e-07}
Trial 119: Value=0.6733021793965196, Params={'optimizer': 'Ftrl', 'activation_function': 'gelu', 'learning_rate': 0.00021134796690183957, 'num_neurons': 25, 'l1_reg': 0.0014839683967449587, 'l2_reg': 5.5021262749246015e-08}
Trial 120: Value=0.12244709567691418, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.00013894538669107905, 'num_neurons': 46, 'l1_reg': 0.011736456794684843, 'l2_reg': 4.2053045067922573e-07}
Trial 121: Value=0.09436826912137726, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.0006705762419507375, 'num_neurons': 33, 'l1_reg': 0.0009151246285777525, 'l2_reg': 2.48290854835377e-07}
Trial 122: Value=0.11337177803346764, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.000444260077816047, 'num_neurons': 34, 'l1_reg': 0.0030754234040846398, 'l2_reg': 2.2354614069688858e-08}
Trial 123: Value=0.0783730846668602, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00028513331480148823, 'num_neurons': 30, 'l1_reg': 0.0008232916995756583, 'l2_reg': 3.4953293386064474e-06}
Trial 124: Value=0.133442124000309, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00019714286902825255, 'num_neurons': 30, 'l1_reg': 0.00011563713801735448, 'l2_reg': 4.500743499809727e-06}
Trial 125: Value=0.0894196004640526, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00024746363374519034, 'num_neurons': 43, 'l1_reg': 0.0002875291802920027, 'l2_reg': 4.221226252941802e-06}
Trial 126: Value=1.7351516965636915, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 0.0003203335111318171, 'num_neurons': 23, 'l1_reg': 0.0015273056011957024, 'l2_reg': 8.600014063318763e-07}
Trial 127: Value=0.11570786679726879, Params={'optimizer': 'AdamW', 'activation_function': 'mish', 'learning_rate': 0.00017292025710819893, 'num_neurons': 47, 'l1_reg': 0.005789963290071717, 'l2_reg': 7.993801195944299e-08}
Trial 128: Value=0.07960498161655573, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.00012482398993872028, 'num_neurons': 37, 'l1_reg': 0.0007344787619786544, 'l2_reg': 3.440913754891921e-08}
Trial 129: Value=0.8842356935257151, Params={'optimizer': 'Adagrad', 'activation_function': 'leaky_relu', 'learning_rate': 0.0001297759150769332, 'num_neurons': 27, 'l1_reg': 0.0003032931930972293, 'l2_reg': 1.270601754946141e-07}
Trial 130: Value=0.09474570239024811, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00015277011214319397, 'num_neurons': 41, 'l1_reg': 0.002500063262449723, 'l2_reg': 1.8925762969711962e-06}
Trial 131: Value=0.09519551324003032, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.0004050763157477458, 'num_neurons': 36, 'l1_reg': 0.0008184794906486222, 'l2_reg': 4.124946341341547e-08}
Trial 132: Value=0.09418117645133793, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.0002714262440377895, 'num_neurons': 38, 'l1_reg': 0.0008068948909213402, 'l2_reg': 2.8504824946854092e-08}
Trial 133: Value=0.09226788627103266, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.0001867680035680914, 'num_neurons': 31, 'l1_reg': 0.0017264460477223603, 'l2_reg': 1.657528763234154e-07}
Trial 134: Value=0.09996807367933351, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 0.00010248531368046328, 'num_neurons': 43, 'l1_reg': 0.0012916877814155734, 'l2_reg': 7.927919585488597e-08}
Trial 135: Value=0.10514686167728056, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.00012857756583251916, 'num_neurons': 29, 'l1_reg': 0.000359279756733404, 'l2_reg': 3.332909401362383e-08}
Trial 136: Value=0.10608182636408466, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.000156169258123093, 'num_neurons': 52, 'l1_reg': 0.0037295782382777603, 'l2_reg': 2.113127419330272e-08}
Trial 137: Value=0.09197554463941844, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 0.00022639109229437795, 'num_neurons': 39, 'l1_reg': 0.00019313120247917612, 'l2_reg': 5.099658816278841e-07}
Trial 138: Value=0.11388200814866216, Params={'optimizer': 'AdamW', 'activation_function': 'leaky_relu', 'learning_rate': 0.003613499449763734, 'num_neurons': 35, 'l1_reg': 0.0008637090914086952, 'l2_reg': 3.1419820200363767e-07}
Trial 139: Value=0.0955069172545786, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0002503126301357552, 'num_neurons': 49, 'l1_reg': 0.0020090039930010704, 'l2_reg': 1.0236227058571646e-06}
Trial 140: Value=0.09160965764115347, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 0.00020442538719909518, 'num_neurons': 64, 'l1_reg': 0.0007178599770649021, 'l2_reg': 1.1510790607181256e-07}
Trial 141: Value=0.11190189850271555, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0003130439399723886, 'num_neurons': 43, 'l1_reg': 0.00031768236334424766, 'l2_reg': 6.161265168482107e-08}
Trial 142: Value=0.08265617962917869, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0002509083633277224, 'num_neurons': 43, 'l1_reg': 0.001285178672595913, 'l2_reg': 4.561524685615927e-06}
Trial 143: Value=0.08436228120094014, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0003741276418670185, 'num_neurons': 32, 'l1_reg': 0.0013620769028107685, 'l2_reg': 6.2380565677468105e-06}
Trial 144: Value=0.10125870755283393, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00037110744022987975, 'num_neurons': 33, 'l1_reg': 0.0024927865855979797, 'l2_reg': 5.717891932162706e-06}
Trial 145: Value=0.09507009363225834, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0005061291469147101, 'num_neurons': 32, 'l1_reg': 0.0014333364157579098, 'l2_reg': 1.908633203752245e-06}
Trial 146: Value=0.10750266579574613, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0002797744584262842, 'num_neurons': 40, 'l1_reg': 0.0041144310091226115, 'l2_reg': 5.724029845609236e-06}
Trial 147: Value=0.3677018081761492, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 0.0003413702478964681, 'num_neurons': 48, 'l1_reg': 0.000420539062176016, 'l2_reg': 7.183301252383823e-07}
Trial 148: Value=0.07734459478798943, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00011856287297835831, 'num_neurons': 36, 'l1_reg': 0.0006457686731206702, 'l2_reg': 3.3238326539662016e-06}
Trial 149: Value=0.09519730643521794, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 0.00010188174794227117, 'num_neurons': 27, 'l1_reg': 0.0006853947967673834, 'l2_reg': 4.073221832087052e-06}
Trial 150: Value=0.11193113012456872, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00012438616610694407, 'num_neurons': 35, 'l1_reg': 0.00010076609037696122, 'l2_reg': 1.8106867280966244e-05}
Trial 151: Value=0.08345468728662175, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00016010545393816778, 'num_neurons': 37, 'l1_reg': 0.0012996726453559297, 'l2_reg': 2.649641076575341e-06}
Trial 152: Value=0.09343912714157021, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00015054899290401448, 'num_neurons': 45, 'l1_reg': 0.0021840544282916425, 'l2_reg': 3.369341554177059e-06}
Trial 153: Value=0.07893945424412775, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0001749083450909075, 'num_neurons': 31, 'l1_reg': 0.0006057167555262688, 'l2_reg': 2.6830866501104754e-06}
Trial 154: Value=0.4582315518885293, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 0.00016852899377522258, 'num_neurons': 30, 'l1_reg': 0.0005503821717646166, 'l2_reg': 7.607257487486129e-06}
Trial 155: Value=0.08483659359715622, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0002570875075809008, 'num_neurons': 41, 'l1_reg': 0.0015465955783171075, 'l2_reg': 2.709123197155198e-06}
Trial 156: Value=0.113488197457587, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0002593208079108751, 'num_neurons': 37, 'l1_reg': 0.005350947725651588, 'l2_reg': 1.4588056742843502e-06}
Trial 157: Value=0.10832127204186148, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 0.00039489519731559597, 'num_neurons': 41, 'l1_reg': 0.0002055221771452232, 'l2_reg': 3.233521205525528e-06}
Trial 158: Value=0.09007064736085534, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.000308368529107578, 'num_neurons': 31, 'l1_reg': 0.0016654613621195364, 'l2_reg': 2.428372676371965e-06}
Trial 159: Value=0.10039492567007137, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00014178918994223202, 'num_neurons': 35, 'l1_reg': 0.0030683370752901625, 'l2_reg': 2.4906154667939143e-05}
Trial 160: Value=0.09533245439021291, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 0.00022938019276587344, 'num_neurons': 52, 'l1_reg': 0.0005948495741426874, 'l2_reg': 1.0799444743038834e-05}
Trial 161: Value=0.08172823267134094, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0001907387741070848, 'num_neurons': 43, 'l1_reg': 0.0015061584371252048, 'l2_reg': 9.391754077994878e-07}
Trial 162: Value=0.08082115222749114, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00016794500331615707, 'num_neurons': 40, 'l1_reg': 0.0013159965151386184, 'l2_reg': 1.3943722920268681e-06}
Trial 163: Value=0.08329357282405296, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0001789283564408762, 'num_neurons': 47, 'l1_reg': 0.0015605400584369374, 'l2_reg': 1.1742260622994302e-06}
Trial 164: Value=0.08561294514807415, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00016486978501448354, 'num_neurons': 47, 'l1_reg': 0.0016001838979597203, 'l2_reg': 1.169526970971632e-06}
Trial 165: Value=0.08833931133911534, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00011206017127943838, 'num_neurons': 47, 'l1_reg': 0.0019714395062119597, 'l2_reg': 1.2159129162886603e-06}
Trial 166: Value=2.159311933307201, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 0.00016434236259843215, 'num_neurons': 53, 'l1_reg': 0.01393495191102542, 'l2_reg': 1.2070213053493364e-06}
Trial 167: Value=0.11322917210544022, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00013994639161897185, 'num_neurons': 45, 'l1_reg': 0.007511254392859875, 'l2_reg': 2.8738835572446876e-06}
Trial 168: Value=1.0066976639871716, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 9.53240618652847e-05, 'num_neurons': 49, 'l1_reg': 0.0004037624996525706, 'l2_reg': 7.500489594185389e-07}
Trial 169: Value=0.10689786178000381, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00018307487510214768, 'num_neurons': 44, 'l1_reg': 0.0039827055132819105, 'l2_reg': 5.293717602965685e-06}
Trial 170: Value=0.09915592926740711, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00021339460695296897, 'num_neurons': 42, 'l1_reg': 0.002906913389819962, 'l2_reg': 2.078705750994543e-06}
Trial 171: Value=0.08739669943802919, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00015761757733714815, 'num_neurons': 36, 'l1_reg': 0.0015695414497885474, 'l2_reg': 1.4704081976307354e-06}
Trial 172: Value=0.08325280272486395, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00019094573270138511, 'num_neurons': 39, 'l1_reg': 0.0012499546836765689, 'l2_reg': 7.621449736022907e-06}
Trial 173: Value=0.07633044182541344, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0001320943993010389, 'num_neurons': 41, 'l1_reg': 0.000641109287821567, 'l2_reg': 7.71495242431495e-06}
Trial 174: Value=0.08371838007382987, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00011804619206772043, 'num_neurons': 32, 'l1_reg': 0.0006637864041365058, 'l2_reg': 7.359032997506378e-06}
Trial 175: Value=0.09312994282234943, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00010831740624836753, 'num_neurons': 25, 'l1_reg': 0.0006100782913131758, 'l2_reg': 1.5058041085502546e-05}
Trial 176: Value=0.09110377667917426, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00012611947325667878, 'num_neurons': 28, 'l1_reg': 0.00039983152779107513, 'l2_reg': 3.859917682128454e-05}
Trial 177: Value=0.0826709548144048, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00013763954340127057, 'num_neurons': 33, 'l1_reg': 0.0014948301243333743, 'l2_reg': 6.508951439658023e-06}
Trial 178: Value=0.17904138862332852, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 0.0099342044726906, 'num_neurons': 33, 'l1_reg': 0.0006074708072129361, 'l2_reg': 1.0237245112390666e-05}
Trial 179: Value=0.10221966128751793, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00011789163287333672, 'num_neurons': 29, 'l1_reg': 0.00024256469000783122, 'l2_reg': 6.480921759022262e-06}
Trial 180: Value=0.09557457749446324, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00014200409939859975, 'num_neurons': 31, 'l1_reg': 0.002593258404270794, 'l2_reg': 8.271186734310526e-06}
Trial 181: Value=0.08411781137400726, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.807811852300396e-05, 'num_neurons': 36, 'l1_reg': 0.0014545031843208151, 'l2_reg': 3.308711651038996e-06}
Trial 182: Value=0.07453056122628456, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.505856853108631e-05, 'num_neurons': 35, 'l1_reg': 0.0007616262456758284, 'l2_reg': 3.493663531512521e-06}
Trial 183: Value=0.07903202756479674, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.382019191202267e-05, 'num_neurons': 35, 'l1_reg': 0.0006670962734404371, 'l2_reg': 4.4755409073237496e-06}
Trial 184: Value=0.07584169475211251, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.55307393691383e-05, 'num_neurons': 35, 'l1_reg': 0.0006963249503030372, 'l2_reg': 4.69391533991775e-06}
Trial 185: Value=0.08929742885230331, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.95010874876616e-05, 'num_neurons': 36, 'l1_reg': 0.00037198830175320024, 'l2_reg': 1.8082733515499155e-05}
Trial 186: Value=0.07639305389163895, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.443457794806562e-05, 'num_neurons': 34, 'l1_reg': 0.0006715009387402981, 'l2_reg': 4.2933297805712315e-06}
Trial 187: Value=0.07433609042232053, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.18737746029378e-05, 'num_neurons': 35, 'l1_reg': 0.0006804818851956313, 'l2_reg': 6.638149915496279e-05}
Trial 188: Value=0.10183436883537157, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.320126664156347e-05, 'num_neurons': 35, 'l1_reg': 0.00027051147322858937, 'l2_reg': 4.155069512527366e-06}
Trial 189: Value=0.4229047987953836, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 9.624454683943264e-05, 'num_neurons': 38, 'l1_reg': 0.0006289365048892315, 'l2_reg': 6.362945476437944e-05}
Trial 190: Value=0.11073649856121415, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 6.312581338112197e-05, 'num_neurons': 34, 'l1_reg': 0.00012398167040552187, 'l2_reg': 1.1614942797208537e-05}
Trial 191: Value=0.08415581122934367, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.504826339605597e-05, 'num_neurons': 32, 'l1_reg': 0.0006772839704279318, 'l2_reg': 6.559412302833801e-06}
Trial 192: Value=0.0767591448362061, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00011105303307008214, 'num_neurons': 29, 'l1_reg': 0.00043539368445739594, 'l2_reg': 0.0012954811360762028}
Trial 193: Value=0.08053844334328412, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00010905805445709317, 'num_neurons': 26, 'l1_reg': 0.00040687822274184954, 'l2_reg': 0.00209289091056693}
Trial 194: Value=0.08552335086138062, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00010642723513114738, 'num_neurons': 22, 'l1_reg': 0.00020496759994817612, 'l2_reg': 0.0027211204696795973}
Trial 195: Value=0.08046524694930615, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.03401482055794e-05, 'num_neurons': 29, 'l1_reg': 0.00042222647341210156, 'l2_reg': 0.0019221821958015956}
Trial 196: Value=0.7132266689835148, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 8.820896920668039e-05, 'num_neurons': 26, 'l1_reg': 0.00038472301493876817, 'l2_reg': 0.0012633866618170246}
Trial 197: Value=0.1156579181368369, Params={'optimizer': 'Adam', 'activation_function': 'silu', 'learning_rate': 9.132295702743762e-05, 'num_neurons': 24, 'l1_reg': 0.00039416510470893524, 'l2_reg': 0.001783661124654024}
Trial 198: Value=0.08443173002456589, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00010819121663131965, 'num_neurons': 28, 'l1_reg': 0.0002506090482974984, 'l2_reg': 0.0006507915511806755}
Trial 199: Value=0.09794853833856142, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.446658845074808e-05, 'num_neurons': 30, 'l1_reg': 0.00014559093171868627, 'l2_reg': 0.0009053720533256763}
