Best trial value: 0.12663267817762613
Best hyperparameters: {'n_estimators': 417, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}

All trial results:
Trial 0: Value=0.18627903705360715, Params={'n_estimators': 373, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 1.0}
Trial 695: Value=0.1282593929552626, Params={'n_estimators': 512, 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 696: Value=0.1267885823663875, Params={'n_estimators': 540, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 697: Value=0.1267869027167554, Params={'n_estimators': 561, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 698: Value=0.12693674586079626, Params={'n_estimators': 488, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 699: Value=0.1279650135059581, Params={'n_estimators': 581, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 700: Value=0.1276957181900393, Params={'n_estimators': 523, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 701: Value=0.12679520850563666, Params={'n_estimators': 544, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 702: Value=0.12721834327617246, Params={'n_estimators': 507, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 703: Value=0.12682967275450333, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 704: Value=0.13599488758942005, Params={'n_estimators': 531, 'max_depth': 13, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 705: Value=0.2317589062882286, Params={'n_estimators': 549, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 706: Value=0.1273963327298908, Params={'n_estimators': 465, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 707: Value=0.12711247555005042, Params={'n_estimators': 578, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 708: Value=0.127941927466396, Params={'n_estimators': 521, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 709: Value=0.12678061271477034, Params={'n_estimators': 590, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 710: Value=0.12678352738688234, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 711: Value=0.127126236523008, Params={'n_estimators': 535, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 712: Value=0.19083111891014096, Params={'n_estimators': 488, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 713: Value=0.12678233904359246, Params={'n_estimators': 558, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 714: Value=0.1276428836926642, Params={'n_estimators': 507, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 715: Value=0.12706380025040817, Params={'n_estimators': 588, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 716: Value=0.1281049880828583, Params={'n_estimators': 540, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 717: Value=0.1279155031546454, Params={'n_estimators': 523, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 718: Value=0.12673274507086738, Params={'n_estimators': 430, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 719: Value=0.12691672666045675, Params={'n_estimators': 475, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 720: Value=0.13162582714281212, Params={'n_estimators': 567, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 721: Value=0.12680426751865095, Params={'n_estimators': 447, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 722: Value=0.12728192570489413, Params={'n_estimators': 448, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 723: Value=0.12734592422096, Params={'n_estimators': 429, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 724: Value=0.13134980905628166, Params={'n_estimators': 241, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.5}
Trial 725: Value=0.12698764573496107, Params={'n_estimators': 348, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 726: Value=0.12689496342479206, Params={'n_estimators': 417, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 727: Value=0.13903308467715814, Params={'n_estimators': 507, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.8}
Trial 728: Value=0.12789904491095294, Params={'n_estimators': 367, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 729: Value=0.12712983105388173, Params={'n_estimators': 595, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 730: Value=0.12671531644855838, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 731: Value=0.12831681029282072, Params={'n_estimators': 397, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 732: Value=0.2327904625502093, Params={'n_estimators': 576, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 733: Value=0.14916839312964514, Params={'n_estimators': 318, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 734: Value=0.1267413992241393, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 735: Value=0.127118608702939, Params={'n_estimators': 597, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 736: Value=0.13380290438676612, Params={'n_estimators': 565, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 737: Value=0.12810614437466525, Params={'n_estimators': 579, 'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 738: Value=0.19136110218751604, Params={'n_estimators': 556, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 739: Value=0.12670006581130602, Params={'n_estimators': 389, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 740: Value=0.12685419354046132, Params={'n_estimators': 310, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 741: Value=0.12788815403986312, Params={'n_estimators': 589, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 742: Value=0.12732644008473032, Params={'n_estimators': 410, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 743: Value=0.12893089999014207, Params={'n_estimators': 570, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 744: Value=0.15058019385293808, Params={'n_estimators': 410, 'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 745: Value=0.1268465956008479, Params={'n_estimators': 602, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 746: Value=0.126759167350559, Params={'n_estimators': 556, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 747: Value=0.12902578239928086, Params={'n_estimators': 378, 'max_depth': 12, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 748: Value=0.12789457179736724, Params={'n_estimators': 382, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 749: Value=0.12681282418977824, Params={'n_estimators': 439, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 750: Value=0.12693175963690193, Params={'n_estimators': 358, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 751: Value=0.16541871684202694, Params={'n_estimators': 378, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 0.8}
Trial 752: Value=0.127406555520674, Params={'n_estimators': 427, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 753: Value=0.1279749464867204, Params={'n_estimators': 582, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 754: Value=0.13042513201652248, Params={'n_estimators': 547, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 755: Value=0.12681512555043198, Params={'n_estimators': 566, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 756: Value=0.12716310332815314, Params={'n_estimators': 549, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 757: Value=0.1280053067727984, Params={'n_estimators': 338, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 758: Value=0.12681223005078823, Params={'n_estimators': 610, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 759: Value=0.23258044641434236, Params={'n_estimators': 584, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 760: Value=0.12674643396522825, Params={'n_estimators': 555, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 761: Value=0.12746642984837117, Params={'n_estimators': 337, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 762: Value=0.12794779695782085, Params={'n_estimators': 599, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 763: Value=0.17060480020058655, Params={'n_estimators': 568, 'max_depth': 4, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 764: Value=0.12682552671838307, Params={'n_estimators': 563, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 765: Value=0.12700533218924037, Params={'n_estimators': 972, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 766: Value=0.19131187428468333, Params={'n_estimators': 391, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 767: Value=0.126780360381867, Params={'n_estimators': 586, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 768: Value=0.12777984704184586, Params={'n_estimators': 547, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 769: Value=0.1271967592065241, Params={'n_estimators': 607, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 770: Value=0.12800472302389618, Params={'n_estimators': 574, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 771: Value=0.12671531644855838, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 772: Value=0.12674643396522825, Params={'n_estimators': 555, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 773: Value=0.12789659720942992, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 774: Value=0.12710783546602047, Params={'n_estimators': 555, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 775: Value=0.12714679244796043, Params={'n_estimators': 540, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 776: Value=0.12789850875204403, Params={'n_estimators': 387, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 777: Value=0.12801941703569156, Params={'n_estimators': 358, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 778: Value=0.1270490303353755, Params={'n_estimators': 569, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 779: Value=0.12679080935868478, Params={'n_estimators': 524, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 780: Value=0.12791555620279774, Params={'n_estimators': 550, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 781: Value=0.12680924311279887, Params={'n_estimators': 577, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 782: Value=0.12715379453305206, Params={'n_estimators': 539, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 783: Value=0.12774061697508568, Params={'n_estimators': 559, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 784: Value=0.12712284469165047, Params={'n_estimators': 583, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 785: Value=0.1268352949597705, Params={'n_estimators': 520, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 786: Value=0.1271123187685829, Params={'n_estimators': 545, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 787: Value=0.23671222050421484, Params={'n_estimators': 568, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 788: Value=0.12676201855890076, Params={'n_estimators': 534, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 789: Value=0.12680877623814998, Params={'n_estimators': 591, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 790: Value=0.12683692216018652, Params={'n_estimators': 515, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 791: Value=0.12788426018203872, Params={'n_estimators': 558, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 792: Value=0.12721056528709837, Params={'n_estimators': 539, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 793: Value=0.12678679283126318, Params={'n_estimators': 570, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 794: Value=0.18854774935560234, Params={'n_estimators': 527, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 795: Value=0.1269615790188698, Params={'n_estimators': 494, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 796: Value=0.12803186617542295, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 797: Value=0.12682633636327312, Params={'n_estimators': 592, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 798: Value=0.1273240917949099, Params={'n_estimators': 400, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 799: Value=0.13390928880245037, Params={'n_estimators': 579, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 800: Value=0.12685231228293822, Params={'n_estimators': 512, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 801: Value=0.12713934570188223, Params={'n_estimators': 548, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 802: Value=0.13126690614555955, Params={'n_estimators': 82, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 803: Value=0.12713815789485902, Params={'n_estimators': 253, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 804: Value=0.1270797074470568, Params={'n_estimators': 564, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 805: Value=0.12678158835977862, Params={'n_estimators': 531, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 806: Value=0.12680924311279887, Params={'n_estimators': 577, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 807: Value=0.17291693959530297, Params={'n_estimators': 556, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 0.8}
Trial 808: Value=0.13036191713040482, Params={'n_estimators': 500, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 809: Value=0.12678158835977868, Params={'n_estimators': 531, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 810: Value=0.1290214651189208, Params={'n_estimators': 598, 'max_depth': 13, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 811: Value=0.12678627158429642, Params={'n_estimators': 548, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 812: Value=0.24395580292380883, Params={'n_estimators': 468, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'log2'}
Trial 813: Value=0.1268557528857012, Params={'n_estimators': 516, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 814: Value=0.12702914148351493, Params={'n_estimators': 571, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 815: Value=0.12714679244796043, Params={'n_estimators': 540, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 816: Value=0.12679520636418307, Params={'n_estimators': 587, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 817: Value=0.12680284306372058, Params={'n_estimators': 560, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 818: Value=0.1912138403069553, Params={'n_estimators': 536, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 819: Value=0.12795601006209037, Params={'n_estimators': 505, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 820: Value=0.12678233904359246, Params={'n_estimators': 558, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 821: Value=0.13398470950488459, Params={'n_estimators': 575, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 822: Value=0.12848574287019066, Params={'n_estimators': 523, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 823: Value=0.1271789561208672, Params={'n_estimators': 595, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 824: Value=0.1272789695490506, Params={'n_estimators': 552, 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 825: Value=0.1571667377849522, Params={'n_estimators': 425, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 826: Value=0.12679127999762665, Params={'n_estimators': 522, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 827: Value=0.1387903529815938, Params={'n_estimators': 578, 'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 828: Value=0.12805173470480338, Params={'n_estimators': 298, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 829: Value=0.12721056528709837, Params={'n_estimators': 539, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 830: Value=0.12687895655419976, Params={'n_estimators': 491, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 831: Value=0.12701438479398094, Params={'n_estimators': 864, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 832: Value=0.12760708546417568, Params={'n_estimators': 558, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 833: Value=0.12794616410909554, Params={'n_estimators': 615, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 834: Value=0.12678172023405382, Params={'n_estimators': 545, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 835: Value=0.12719250111940253, Params={'n_estimators': 515, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 836: Value=0.1267820500761614, Params={'n_estimators': 571, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 837: Value=0.1268419741103781, Params={'n_estimators': 596, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 838: Value=0.38407759403885855, Params={'n_estimators': 529, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 'log2'}
Trial 839: Value=0.1270661532577485, Params={'n_estimators': 556, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 840: Value=0.12685933666202306, Params={'n_estimators': 581, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 841: Value=0.12678172023405382, Params={'n_estimators': 545, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 842: Value=0.12810564453713194, Params={'n_estimators': 516, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 843: Value=0.12810128957109246, Params={'n_estimators': 565, 'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 844: Value=0.12686118297775095, Params={'n_estimators': 497, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 845: Value=0.1338807649817156, Params={'n_estimators': 372, 'max_depth': 12, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 846: Value=0.1933575922016949, Params={'n_estimators': 452, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 847: Value=0.1268159605975275, Params={'n_estimators': 609, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 848: Value=0.12680914884195402, Params={'n_estimators': 541, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 849: Value=0.1280201742738523, Params={'n_estimators': 584, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 850: Value=0.12678158835977868, Params={'n_estimators': 531, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 851: Value=0.12979724835146578, Params={'n_estimators': 557, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.8}
Trial 852: Value=0.14944322534713753, Params={'n_estimators': 234, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 853: Value=0.1391064359427346, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.8}
Trial 854: Value=0.12711373588058636, Params={'n_estimators': 511, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 855: Value=0.12799018120885125, Params={'n_estimators': 480, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 856: Value=0.12777886527399804, Params={'n_estimators': 536, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 857: Value=0.12788815403986312, Params={'n_estimators': 589, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 858: Value=0.12762884533908034, Params={'n_estimators': 349, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 859: Value=0.1267602457465348, Params={'n_estimators': 550, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 860: Value=0.12685426705133518, Params={'n_estimators': 606, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 861: Value=0.12678679283126318, Params={'n_estimators': 570, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 862: Value=0.12712790421073805, Params={'n_estimators': 530, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 863: Value=0.12684942225447296, Params={'n_estimators': 508, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 864: Value=0.23190201214994766, Params={'n_estimators': 551, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 865: Value=0.12677953142538356, Params={'n_estimators': 574, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 866: Value=0.12795287961094146, Params={'n_estimators': 526, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 867: Value=0.12683338538767933, Params={'n_estimators': 597, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 868: Value=0.1266950834779205, Params={'n_estimators': 401, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
