Best trial value: 0.18419841340299378
Best hyperparameters: {'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}

All trial results:
Trial 0: Value=0.4989656578997013, Params={'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt'}
Trial 810: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 811: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 812: Value=0.2015257376248537, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 0.5}
Trial 813: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 814: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 815: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 816: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 817: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 818: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 819: Value=0.4713248344970647, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 820: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 821: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 822: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 823: Value=0.5612704701470106, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 'log2'}
Trial 824: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 825: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 826: Value=0.19785178176425625, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 1.0}
Trial 827: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 828: Value=0.19162531270923652, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 829: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 830: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 831: Value=0.20187404942303455, Params={'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 832: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 833: Value=0.19268208818039056, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 834: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 835: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 836: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 837: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 838: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 839: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 840: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 841: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 842: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 843: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 844: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 845: Value=0.4713248344970647, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 846: Value=0.1993718705276931, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 1.0}
Trial 847: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 848: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 849: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 850: Value=0.20577153725358818, Params={'max_depth': 10, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 851: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 852: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 853: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 854: Value=0.2029393627605818, Params={'max_depth': 9, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 855: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 856: Value=0.19268208818039056, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 857: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 858: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 859: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 860: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 861: Value=0.19162531270923652, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 862: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 863: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 864: Value=0.21717627645084095, Params={'max_depth': 13, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 865: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 866: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 867: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 868: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 869: Value=0.19162531270923652, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 870: Value=0.21056701532228703, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': 1.0}
Trial 871: Value=0.4713248344970647, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 872: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 873: Value=0.19706142355309106, Params={'max_depth': 8, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 874: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 875: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 876: Value=0.2081972378457172, Params={'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 877: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 878: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 879: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 880: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 881: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 882: Value=0.19059758370252142, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 883: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 884: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 885: Value=0.18546514786180357, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 0.5}
Trial 886: Value=0.20187404942303455, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 887: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 888: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 889: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 890: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 891: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 892: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 893: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 894: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 895: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 896: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 897: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 898: Value=0.3339967772267037, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt'}
Trial 899: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 900: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 901: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 902: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 903: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 904: Value=0.25541140227689846, Params={'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 905: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 906: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 907: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 908: Value=0.19268208818039056, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 909: Value=0.19785178176425625, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 1.0}
Trial 910: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 911: Value=0.2015257376248537, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 0.5}
Trial 912: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 913: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 914: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 915: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 916: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 917: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 918: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 919: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 920: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 921: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 922: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 923: Value=0.4698975789515696, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt'}
Trial 924: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 925: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 926: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 927: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 928: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 929: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 930: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 931: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 932: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 933: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 934: Value=0.18607748059526072, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 935: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 936: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 937: Value=0.1917792395308672, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 938: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 939: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 940: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 941: Value=0.20834914288116146, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 1.0}
Trial 942: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 943: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 944: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 945: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 946: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 947: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 948: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 949: Value=0.4698975789515696, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt'}
Trial 950: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 951: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 952: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 953: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 954: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 955: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 956: Value=0.2081972378457172, Params={'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 957: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 958: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 959: Value=0.19268208818039056, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 960: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 961: Value=0.2116853956418068, Params={'max_depth': 11, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 1.0}
Trial 962: Value=0.2125452085206635, Params={'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 963: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 964: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 965: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 966: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 967: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 968: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 969: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 970: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 971: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 972: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 973: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 974: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 975: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 976: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 977: Value=0.47227758095985095, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 978: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 979: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 980: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 981: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 982: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 983: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 984: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 985: Value=0.2050146522872387, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 986: Value=0.19330066931636514, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 987: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 988: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 989: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 990: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 991: Value=0.19162531270923652, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 992: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 993: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 994: Value=0.20646287011380726, Params={'max_depth': 8, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 995: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 996: Value=0.21717627645084095, Params={'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 997: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 998: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 999: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
