Best trial value: 0.1119150228767402
Best hyperparameters: {'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}

All trial results:
Trial 0: Value=0.9844089270935132, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 1.655920386219628e-05, 'subsample': 0.7310636042808303, 'colsample_bytree': 0.6038428788527885, 'min_child_weight': 5}
Trial 126: Value=0.11427545989437972, Params={'n_estimators': 645, 'max_depth': 6, 'learning_rate': 0.009843614949779264, 'subsample': 0.6016988925085016, 'colsample_bytree': 0.8706069245371221, 'min_child_weight': 3}
Trial 127: Value=0.11422287222710135, Params={'n_estimators': 676, 'max_depth': 6, 'learning_rate': 0.006796254391393404, 'subsample': 0.5840290141109369, 'colsample_bytree': 0.8846717921539498, 'min_child_weight': 3}
Trial 128: Value=0.11454467730120856, Params={'n_estimators': 560, 'max_depth': 6, 'learning_rate': 0.008253087274808616, 'subsample': 0.5905789177323966, 'colsample_bytree': 0.8900793168477319, 'min_child_weight': 3}
Trial 129: Value=0.3886792475649217, Params={'n_estimators': 602, 'max_depth': 6, 'learning_rate': 0.0011441385546755126, 'subsample': 0.6128978932475864, 'colsample_bytree': 0.8139952168324213, 'min_child_weight': 3}
Trial 130: Value=0.11392722052131955, Params={'n_estimators': 654, 'max_depth': 5, 'learning_rate': 0.006821469825711559, 'subsample': 0.6458248051112603, 'colsample_bytree': 0.8691268493995403, 'min_child_weight': 4}
Trial 131: Value=0.11421396045867645, Params={'n_estimators': 617, 'max_depth': 5, 'learning_rate': 0.009904179091550256, 'subsample': 0.6404343149773558, 'colsample_bytree': 0.844755362133244, 'min_child_weight': 4}
Trial 132: Value=0.11374935604967736, Params={'n_estimators': 650, 'max_depth': 7, 'learning_rate': 0.006830788540366406, 'subsample': 0.6625214234189819, 'colsample_bytree': 0.900169704406145, 'min_child_weight': 3}
Trial 133: Value=0.11283124206657198, Params={'n_estimators': 625, 'max_depth': 7, 'learning_rate': 0.008573928571742589, 'subsample': 0.6669959315705474, 'colsample_bytree': 0.9014717617123225, 'min_child_weight': 3}
Trial 134: Value=0.11900862615432321, Params={'n_estimators': 499, 'max_depth': 7, 'learning_rate': 0.0059039162041568125, 'subsample': 0.6664872255829182, 'colsample_bytree': 0.9145100322318936, 'min_child_weight': 3}
Trial 135: Value=0.12455393013586413, Params={'n_estimators': 626, 'max_depth': 7, 'learning_rate': 0.004804463694528033, 'subsample': 0.9955503540901869, 'colsample_bytree': 0.9022077941991811, 'min_child_weight': 3}
Trial 136: Value=0.11397263425551969, Params={'n_estimators': 685, 'max_depth': 6, 'learning_rate': 0.007396624814733977, 'subsample': 0.6589647508722929, 'colsample_bytree': 0.9361442790084301, 'min_child_weight': 3}
Trial 137: Value=0.11311608778104654, Params={'n_estimators': 586, 'max_depth': 7, 'learning_rate': 0.0089083375939225, 'subsample': 0.6699756059246886, 'colsample_bytree': 0.8867867490590798, 'min_child_weight': 3}
Trial 138: Value=0.11592531897859293, Params={'n_estimators': 545, 'max_depth': 7, 'learning_rate': 0.006625635589914295, 'subsample': 0.6757805080248787, 'colsample_bytree': 0.8861320103998165, 'min_child_weight': 3}
Trial 139: Value=0.9084424432479209, Params={'n_estimators': 589, 'max_depth': 7, 'learning_rate': 0.00010561318993119361, 'subsample': 0.6760203014787022, 'colsample_bytree': 0.911489704811916, 'min_child_weight': 4}
Trial 140: Value=0.13446003388734565, Params={'n_estimators': 519, 'max_depth': 8, 'learning_rate': 0.00421673309603086, 'subsample': 0.6607462715199592, 'colsample_bytree': 0.8966527810805909, 'min_child_weight': 3}
Trial 141: Value=0.11349534570229171, Params={'n_estimators': 643, 'max_depth': 6, 'learning_rate': 0.008699683419166843, 'subsample': 0.6204755779148711, 'colsample_bytree': 0.8767262364754056, 'min_child_weight': 3}
Trial 142: Value=0.11368816480993273, Params={'n_estimators': 663, 'max_depth': 6, 'learning_rate': 0.009997046078515221, 'subsample': 0.6998714630045096, 'colsample_bytree': 0.927994079867447, 'min_child_weight': 3}
Trial 143: Value=0.11405959654405025, Params={'n_estimators': 618, 'max_depth': 6, 'learning_rate': 0.007803794253692606, 'subsample': 0.6467595002152835, 'colsample_bytree': 0.9222659335137542, 'min_child_weight': 3}
Trial 144: Value=0.11411027340279008, Params={'n_estimators': 578, 'max_depth': 7, 'learning_rate': 0.009929375865896883, 'subsample': 0.7007304492080864, 'colsample_bytree': 0.8485692779089465, 'min_child_weight': 3}
Trial 145: Value=0.11477397349308827, Params={'n_estimators': 635, 'max_depth': 6, 'learning_rate': 0.005947415179056287, 'subsample': 0.6354249079766838, 'colsample_bytree': 0.8813637909452283, 'min_child_weight': 3}
Trial 146: Value=0.11426027461065708, Params={'n_estimators': 603, 'max_depth': 8, 'learning_rate': 0.00865510135648293, 'subsample': 0.6208331557435114, 'colsample_bytree': 0.9083042303906506, 'min_child_weight': 3}
Trial 147: Value=0.11488803621302246, Params={'n_estimators': 667, 'max_depth': 7, 'learning_rate': 0.007322880477357917, 'subsample': 0.6090387863991995, 'colsample_bytree': 0.8912513133734827, 'min_child_weight': 4}
Trial 148: Value=0.11723122893877415, Params={'n_estimators': 566, 'max_depth': 6, 'learning_rate': 0.005613590192260344, 'subsample': 0.6822294133731329, 'colsample_bytree': 0.9204771252238951, 'min_child_weight': 3}
Trial 149: Value=0.11370030122338844, Params={'n_estimators': 700, 'max_depth': 7, 'learning_rate': 0.009889059156694514, 'subsample': 0.667858725534702, 'colsample_bytree': 0.9308917838661801, 'min_child_weight': 3}
Trial 150: Value=0.11341389815276705, Params={'n_estimators': 651, 'max_depth': 7, 'learning_rate': 0.0068700560531740765, 'subsample': 0.6677867416775787, 'colsample_bytree': 0.8993178886585577, 'min_child_weight': 3}
Trial 151: Value=0.11609597262879291, Params={'n_estimators': 654, 'max_depth': 7, 'learning_rate': 0.00991853428079857, 'subsample': 0.6659652666255322, 'colsample_bytree': 0.902141988244802, 'min_child_weight': 7}
Trial 152: Value=0.11432527282565308, Params={'n_estimators': 631, 'max_depth': 7, 'learning_rate': 0.006903515567099262, 'subsample': 0.7071642263325137, 'colsample_bytree': 0.818983632349755, 'min_child_weight': 3}
Trial 153: Value=0.11365550878935994, Params={'n_estimators': 704, 'max_depth': 6, 'learning_rate': 0.007791770795616702, 'subsample': 0.6731829220920597, 'colsample_bytree': 0.8644573110782574, 'min_child_weight': 3}
Trial 154: Value=0.12441082766225568, Params={'n_estimators': 326, 'max_depth': 6, 'learning_rate': 0.008221988952395568, 'subsample': 0.9681179747453181, 'colsample_bytree': 0.8643786493519002, 'min_child_weight': 3}
Trial 155: Value=0.11366161930303782, Params={'n_estimators': 608, 'max_depth': 6, 'learning_rate': 0.007589102972693744, 'subsample': 0.6719020749007958, 'colsample_bytree': 0.8513881708653562, 'min_child_weight': 3}
Trial 156: Value=0.11357983589516456, Params={'n_estimators': 608, 'max_depth': 6, 'learning_rate': 0.009932565322893836, 'subsample': 0.6924602801825892, 'colsample_bytree': 0.8351232633796838, 'min_child_weight': 3}
Trial 157: Value=0.11412958163378821, Params={'n_estimators': 608, 'max_depth': 6, 'learning_rate': 0.008911132073339314, 'subsample': 0.6937158064168926, 'colsample_bytree': 0.829336794109626, 'min_child_weight': 3}
Trial 158: Value=0.11352558402491818, Params={'n_estimators': 699, 'max_depth': 6, 'learning_rate': 0.008008358530584571, 'subsample': 0.7193103061719118, 'colsample_bytree': 0.8369057683944764, 'min_child_weight': 3}
Trial 159: Value=0.11436812972287995, Params={'n_estimators': 577, 'max_depth': 6, 'learning_rate': 0.007800950601740674, 'subsample': 0.6859270610329284, 'colsample_bytree': 0.850082176971003, 'min_child_weight': 3}
Trial 160: Value=0.11421193490814709, Params={'n_estimators': 594, 'max_depth': 5, 'learning_rate': 0.007624222129401627, 'subsample': 0.6776392005397754, 'colsample_bytree': 0.8391258752730495, 'min_child_weight': 4}
Trial 161: Value=0.11418313670011822, Params={'n_estimators': 666, 'max_depth': 6, 'learning_rate': 0.009933497911011746, 'subsample': 0.6740722410472164, 'colsample_bytree': 0.8000320389741471, 'min_child_weight': 3}
Trial 162: Value=0.11423270166583264, Params={'n_estimators': 695, 'max_depth': 6, 'learning_rate': 0.008776588062889562, 'subsample': 0.71126372385092, 'colsample_bytree': 0.8289122986001614, 'min_child_weight': 3}
Trial 163: Value=0.11364292277376294, Params={'n_estimators': 700, 'max_depth': 6, 'learning_rate': 0.009967748675731834, 'subsample': 0.7035171620591877, 'colsample_bytree': 0.8581577720615664, 'min_child_weight': 3}
Trial 164: Value=0.11347700868872651, Params={'n_estimators': 625, 'max_depth': 5, 'learning_rate': 0.008044248133753495, 'subsample': 0.7159053532562865, 'colsample_bytree': 0.8500122491695576, 'min_child_weight': 3}
Trial 165: Value=0.11363528605188733, Params={'n_estimators': 621, 'max_depth': 5, 'learning_rate': 0.007815567159630034, 'subsample': 0.7156373697051109, 'colsample_bytree': 0.8525872658306182, 'min_child_weight': 3}
Trial 166: Value=0.11297171864295656, Params={'n_estimators': 615, 'max_depth': 5, 'learning_rate': 0.0075069701769455025, 'subsample': 0.7413193312602429, 'colsample_bytree': 0.8525881563145523, 'min_child_weight': 3}
Trial 167: Value=0.11760446239932, Params={'n_estimators': 622, 'max_depth': 5, 'learning_rate': 0.005041846629138961, 'subsample': 0.7366851898620911, 'colsample_bytree': 0.8204750162235389, 'min_child_weight': 3}
Trial 168: Value=0.5382903246037393, Params={'n_estimators': 549, 'max_depth': 5, 'learning_rate': 0.0007663849677495889, 'subsample': 0.7167595473225259, 'colsample_bytree': 0.8596373078648791, 'min_child_weight': 4}
Trial 169: Value=0.1146820860389033, Params={'n_estimators': 586, 'max_depth': 5, 'learning_rate': 0.006721164931571225, 'subsample': 0.7200012445685279, 'colsample_bytree': 0.8358623889847298, 'min_child_weight': 3}
Trial 170: Value=0.1139909947056002, Params={'n_estimators': 624, 'max_depth': 5, 'learning_rate': 0.00812805396915559, 'subsample': 0.7046890654471384, 'colsample_bytree': 0.8447756826817555, 'min_child_weight': 3}
Trial 171: Value=0.9909115941466254, Params={'n_estimators': 611, 'max_depth': 6, 'learning_rate': 1.033373461806323e-05, 'subsample': 0.7426748961243144, 'colsample_bytree': 0.8549588946955111, 'min_child_weight': 3}
Trial 172: Value=0.11390107893040642, Params={'n_estimators': 597, 'max_depth': 6, 'learning_rate': 0.007419112832295737, 'subsample': 0.6913003438216062, 'colsample_bytree': 0.8078079503311195, 'min_child_weight': 3}
Trial 173: Value=0.11361553355253652, Params={'n_estimators': 678, 'max_depth': 6, 'learning_rate': 0.007521647518815586, 'subsample': 0.7210990550579118, 'colsample_bytree': 0.8473714262212961, 'min_child_weight': 3}
Trial 174: Value=0.11350353121727257, Params={'n_estimators': 636, 'max_depth': 6, 'learning_rate': 0.008685997638095286, 'subsample': 0.7281823202812137, 'colsample_bytree': 0.8381553192264937, 'min_child_weight': 3}
Trial 175: Value=0.11455773824642783, Params={'n_estimators': 639, 'max_depth': 4, 'learning_rate': 0.006310936450836673, 'subsample': 0.7242734776048783, 'colsample_bytree': 0.8334852512847764, 'min_child_weight': 3}
Trial 176: Value=0.11411638888071361, Params={'n_estimators': 680, 'max_depth': 8, 'learning_rate': 0.00855899799974877, 'subsample': 0.7519399172261979, 'colsample_bytree': 0.8229784512918673, 'min_child_weight': 3}
Trial 177: Value=0.11353786804907506, Params={'n_estimators': 651, 'max_depth': 5, 'learning_rate': 0.0085054992710923, 'subsample': 0.7307542947229861, 'colsample_bytree': 0.8459078361713541, 'min_child_weight': 3}
Trial 178: Value=0.11394830337672714, Params={'n_estimators': 674, 'max_depth': 5, 'learning_rate': 0.006720161534392549, 'subsample': 0.7385789176722276, 'colsample_bytree': 0.8452736849707753, 'min_child_weight': 3}
Trial 179: Value=0.11343377551804583, Params={'n_estimators': 649, 'max_depth': 5, 'learning_rate': 0.008758722318071586, 'subsample': 0.7305395259726857, 'colsample_bytree': 0.8391825578423061, 'min_child_weight': 3}
Trial 180: Value=0.11475829250676017, Params={'n_estimators': 646, 'max_depth': 4, 'learning_rate': 0.005939266554550541, 'subsample': 0.7283173536772883, 'colsample_bytree': 0.8130327101969336, 'min_child_weight': 3}
Trial 181: Value=0.11407122272000784, Params={'n_estimators': 629, 'max_depth': 5, 'learning_rate': 0.00881933840147204, 'subsample': 0.7151823702564027, 'colsample_bytree': 0.8415479025400174, 'min_child_weight': 3}
Trial 182: Value=0.11369104255173089, Params={'n_estimators': 646, 'max_depth': 5, 'learning_rate': 0.008909272215773199, 'subsample': 0.7486153056924296, 'colsample_bytree': 0.8549436835760942, 'min_child_weight': 3}
Trial 183: Value=0.11397717334421187, Params={'n_estimators': 664, 'max_depth': 6, 'learning_rate': 0.007572676718324855, 'subsample': 0.721478143804246, 'colsample_bytree': 0.8303369287442471, 'min_child_weight': 3}
Trial 184: Value=0.11352252233817217, Params={'n_estimators': 685, 'max_depth': 5, 'learning_rate': 0.006819417375717199, 'subsample': 0.7345184138546605, 'colsample_bytree': 0.8399631398342176, 'min_child_weight': 3}
Trial 185: Value=0.11638587250726724, Params={'n_estimators': 618, 'max_depth': 5, 'learning_rate': 0.00538233297534906, 'subsample': 0.7453436961155318, 'colsample_bytree': 0.8383385492614537, 'min_child_weight': 3}
Trial 186: Value=0.11489774934496821, Params={'n_estimators': 572, 'max_depth': 5, 'learning_rate': 0.006686068126443657, 'subsample': 0.7351920704365201, 'colsample_bytree': 0.821483480783498, 'min_child_weight': 3}
Trial 187: Value=0.1144644453587662, Params={'n_estimators': 684, 'max_depth': 5, 'learning_rate': 0.00720114179431566, 'subsample': 0.7310715659622092, 'colsample_bytree': 0.8434829414942897, 'min_child_weight': 4}
Trial 188: Value=0.11359103863663834, Params={'n_estimators': 651, 'max_depth': 4, 'learning_rate': 0.008243494641468705, 'subsample': 0.7156722024077343, 'colsample_bytree': 0.8775387107161795, 'min_child_weight': 3}
Trial 189: Value=0.11315978946918814, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 0.008896200851249637, 'subsample': 0.7296018805464671, 'colsample_bytree': 0.8792097120016692, 'min_child_weight': 3}
Trial 190: Value=0.11405214271985735, Params={'n_estimators': 673, 'max_depth': 4, 'learning_rate': 0.008653880577245332, 'subsample': 0.7536342882240141, 'colsample_bytree': 0.874905004215304, 'min_child_weight': 3}
Trial 191: Value=0.11371328323292874, Params={'n_estimators': 648, 'max_depth': 3, 'learning_rate': 0.008530911848981424, 'subsample': 0.7286128464019455, 'colsample_bytree': 0.8665468295910277, 'min_child_weight': 3}
Trial 192: Value=0.1140225219271233, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 0.006554208259210742, 'subsample': 0.7187327279399154, 'colsample_bytree': 0.8774058828449571, 'min_child_weight': 3}
Trial 193: Value=0.11751107904260154, Params={'n_estimators': 632, 'max_depth': 4, 'learning_rate': 0.008792702362675915, 'subsample': 0.7591906822069894, 'colsample_bytree': 0.5451798310126571, 'min_child_weight': 3}
Trial 194: Value=0.11369195335773775, Params={'n_estimators': 598, 'max_depth': 6, 'learning_rate': 0.007336734477161257, 'subsample': 0.73838576287688, 'colsample_bytree': 0.88317642682057, 'min_child_weight': 3}
Trial 195: Value=0.11517142663287454, Params={'n_estimators': 680, 'max_depth': 7, 'learning_rate': 0.005863627434725764, 'subsample': 0.7072869176439942, 'colsample_bytree': 0.82834952374493, 'min_child_weight': 3}
Trial 196: Value=0.11387456988589656, Params={'n_estimators': 718, 'max_depth': 6, 'learning_rate': 0.008752543745015117, 'subsample': 0.692163254208867, 'colsample_bytree': 0.8636488524420544, 'min_child_weight': 3}
Trial 197: Value=0.11363123492718573, Params={'n_estimators': 654, 'max_depth': 6, 'learning_rate': 0.007134542009982287, 'subsample': 0.730595468071903, 'colsample_bytree': 0.8356857878909738, 'min_child_weight': 3}
Trial 198: Value=0.11989915390580204, Params={'n_estimators': 659, 'max_depth': 6, 'learning_rate': 0.009907566623809162, 'subsample': 0.7278162459905513, 'colsample_bytree': 0.8484929040970257, 'min_child_weight': 9}
Trial 199: Value=0.11465928217450355, Params={'n_estimators': 607, 'max_depth': 7, 'learning_rate': 0.007866636786343854, 'subsample': 0.7430609835106313, 'colsample_bytree': 0.8012637885379593, 'min_child_weight': 3}
Trial 200: Value=0.11464403316009482, Params={'n_estimators': 632, 'max_depth': 4, 'learning_rate': 0.006253682630561419, 'subsample': 0.7087070191459416, 'colsample_bytree': 0.875320428989337, 'min_child_weight': 4}
Trial 201: Value=0.11537198086689197, Params={'n_estimators': 646, 'max_depth': 6, 'learning_rate': 0.006897929828374511, 'subsample': 0.8959959508740298, 'colsample_bytree': 0.8350525884511096, 'min_child_weight': 3}
Trial 202: Value=0.9587346671514275, Params={'n_estimators': 688, 'max_depth': 6, 'learning_rate': 4.018930139563262e-05, 'subsample': 0.7218509261685883, 'colsample_bytree': 0.8399301693638345, 'min_child_weight': 3}
Trial 203: Value=0.11401091429031414, Params={'n_estimators': 661, 'max_depth': 6, 'learning_rate': 0.00779367399771388, 'subsample': 0.7319356436146514, 'colsample_bytree': 0.8175471568909995, 'min_child_weight': 3}
Trial 204: Value=0.11332870769076664, Params={'n_estimators': 634, 'max_depth': 5, 'learning_rate': 0.008937635901679578, 'subsample': 0.6998314538632471, 'colsample_bytree': 0.8525676690187105, 'min_child_weight': 3}
Trial 205: Value=0.11394722435687886, Params={'n_estimators': 590, 'max_depth': 5, 'learning_rate': 0.008540016436146878, 'subsample': 0.697978998748992, 'colsample_bytree': 0.8566602701435, 'min_child_weight': 3}
Trial 206: Value=0.11369089083820265, Params={'n_estimators': 620, 'max_depth': 5, 'learning_rate': 0.009893020145126085, 'subsample': 0.7143935100114961, 'colsample_bytree': 0.8483613044349065, 'min_child_weight': 3}
Trial 207: Value=0.11316345952159886, Params={'n_estimators': 633, 'max_depth': 5, 'learning_rate': 0.008997816571139822, 'subsample': 0.6872789972192689, 'colsample_bytree': 0.8889499233182271, 'min_child_weight': 3}
