Best trial value: 0.004615970840620621
Best hyperparameters: {'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002759469773922751, 'weight_decay': 0.00046458743267201614, 'dropout_rate': 0.1304723152999592, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}

All trial results:
Trial 0: Value=0.008825693751038107, Params={'hidden_dim': 24, 'num_layers': 7, 'learning_rate': 0.0004669048821018693, 'weight_decay': 1.1553883993917037e-07, 'dropout_rate': 0.4594460220075136, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 104: Value=0.004951311924504808, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.00046271687053856626, 'weight_decay': 0.0005991788062285679, 'dropout_rate': 0.3809167223154991, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 105: Value=0.006015034648195884, Params={'hidden_dim': 62, 'num_layers': 4, 'learning_rate': 0.000682074099062919, 'weight_decay': 0.00187169726608523, 'dropout_rate': 0.2773202602834226, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 106: Value=0.00494307762917106, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.0004854236586355905, 'weight_decay': 0.0006138640916189498, 'dropout_rate': 0.4044801873338848, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 107: Value=0.005473975175297757, Params={'hidden_dim': 53, 'num_layers': 3, 'learning_rate': 0.0008827870023143154, 'weight_decay': 0.0008240699178919845, 'dropout_rate': 0.4592825394496868, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 108: Value=0.00551440399681135, Params={'hidden_dim': 46, 'num_layers': 4, 'learning_rate': 0.0010736857390272912, 'weight_decay': 0.00023362144388714418, 'dropout_rate': 0.47538894016791855, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 109: Value=0.018483941376250423, Params={'hidden_dim': 41, 'num_layers': 2, 'learning_rate': 0.0006311971115585105, 'weight_decay': 0.0016568074830327387, 'dropout_rate': 0.38131472708417957, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 110: Value=0.005965000596790527, Params={'hidden_dim': 75, 'num_layers': 3, 'learning_rate': 0.0005605811546445695, 'weight_decay': 0.002500505151128554, 'dropout_rate': 0.40490297263371705, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 111: Value=0.004925076240260349, Params={'hidden_dim': 57, 'num_layers': 3, 'learning_rate': 0.00047341913073812225, 'weight_decay': 0.0006242916787077449, 'dropout_rate': 0.4133587536068717, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 112: Value=0.005101898296609551, Params={'hidden_dim': 69, 'num_layers': 2, 'learning_rate': 0.0004092306243708537, 'weight_decay': 0.0003236635810642308, 'dropout_rate': 0.4154577170769467, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 113: Value=0.005505139932418995, Params={'hidden_dim': 54, 'num_layers': 3, 'learning_rate': 0.0007205818176510229, 'weight_decay': 0.0012097903779322136, 'dropout_rate': 0.4152774998838704, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 114: Value=0.004964815123331818, Params={'hidden_dim': 49, 'num_layers': 2, 'learning_rate': 0.0005141707286343832, 'weight_decay': 0.0006142253203863669, 'dropout_rate': 0.43355280068680363, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 115: Value=0.007012133136750841, Params={'hidden_dim': 59, 'num_layers': 3, 'learning_rate': 0.0015311358505101457, 'weight_decay': 0.0008161087633547121, 'dropout_rate': 0.39477187081153275, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 116: Value=0.0052290357225843395, Params={'hidden_dim': 44, 'num_layers': 4, 'learning_rate': 0.00024315411818020375, 'weight_decay': 0.0010236103970589574, 'dropout_rate': 0.26048312974772403, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 117: Value=0.005870161715040641, Params={'hidden_dim': 37, 'num_layers': 2, 'learning_rate': 0.00021315185370323215, 'weight_decay': 0.0014809801676117786, 'dropout_rate': 0.49914011471266806, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 118: Value=0.008930160865222287, Params={'hidden_dim': 67, 'num_layers': 3, 'learning_rate': 0.0003167454030380748, 'weight_decay': 0.00039577862351273174, 'dropout_rate': 0.4493567288774108, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 119: Value=0.007678262284493419, Params={'hidden_dim': 61, 'num_layers': 4, 'learning_rate': 0.0001417750602029647, 'weight_decay': 0.0030322406859815535, 'dropout_rate': 0.2374256237450879, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 120: Value=0.00881114357930045, Params={'hidden_dim': 48, 'num_layers': 11, 'learning_rate': 0.0007556650634812146, 'weight_decay': 0.0005592966229788125, 'dropout_rate': 0.42827824202335824, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 121: Value=0.005051052595289161, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.0004849958069451808, 'weight_decay': 0.0006908587932313938, 'dropout_rate': 0.38847627483642844, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 122: Value=0.004931702252643091, Params={'hidden_dim': 55, 'num_layers': 2, 'learning_rate': 0.0004481060235031389, 'weight_decay': 0.0002550025496432578, 'dropout_rate': 0.35851973790785885, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 123: Value=0.004961263619954702, Params={'hidden_dim': 51, 'num_layers': 2, 'learning_rate': 0.00044319791071950615, 'weight_decay': 0.0002512283102328917, 'dropout_rate': 0.2857242617837955, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 124: Value=0.005061657621094008, Params={'hidden_dim': 41, 'num_layers': 2, 'learning_rate': 0.0003824029869552859, 'weight_decay': 0.00016346040834735033, 'dropout_rate': 0.40275552879031207, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 125: Value=0.04631123228879038, Params={'hidden_dim': 46, 'num_layers': 2, 'learning_rate': 0.00011145177077910505, 'weight_decay': 0.00034268491700716747, 'dropout_rate': 0.2586096447650695, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 126: Value=0.005108181388504056, Params={'hidden_dim': 59, 'num_layers': 2, 'learning_rate': 0.0005523039154694656, 'weight_decay': 0.001108253068937639, 'dropout_rate': 0.3559826889289888, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 127: Value=0.004851541123141141, Params={'hidden_dim': 54, 'num_layers': 3, 'learning_rate': 0.0002774508906155985, 'weight_decay': 0.0008157304721078302, 'dropout_rate': 0.37040409172527433, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 128: Value=0.004894251288648294, Params={'hidden_dim': 44, 'num_layers': 3, 'learning_rate': 0.0002797862996043463, 'weight_decay': 0.00011959043735720943, 'dropout_rate': 0.35302331627958666, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 129: Value=0.0051398744529775895, Params={'hidden_dim': 36, 'num_layers': 4, 'learning_rate': 0.0002849998018933247, 'weight_decay': 4.599541997680213e-05, 'dropout_rate': 0.37299090616269703, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 130: Value=0.006990820741519792, Params={'hidden_dim': 39, 'num_layers': 14, 'learning_rate': 0.0002189655587575475, 'weight_decay': 0.0001289572803944771, 'dropout_rate': 0.3249082340578148, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 131: Value=0.004871149075553523, Params={'hidden_dim': 53, 'num_layers': 3, 'learning_rate': 0.0003303300381819571, 'weight_decay': 0.0004815670156181332, 'dropout_rate': 0.35719345090925547, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 132: Value=0.004922867758894061, Params={'hidden_dim': 46, 'num_layers': 3, 'learning_rate': 0.0001601979587970049, 'weight_decay': 0.00044496954310845613, 'dropout_rate': 0.3594498625084456, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 133: Value=0.004758506708798088, Params={'hidden_dim': 42, 'num_layers': 3, 'learning_rate': 0.00016782067389616858, 'weight_decay': 0.0004276082757214827, 'dropout_rate': 0.3468780258447475, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 134: Value=0.005051368575741407, Params={'hidden_dim': 33, 'num_layers': 4, 'learning_rate': 0.00016116564095022313, 'weight_decay': 0.0004433598378607131, 'dropout_rate': 0.3484648440646636, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 135: Value=0.005105004337977258, Params={'hidden_dim': 44, 'num_layers': 3, 'learning_rate': 0.00014359169355804963, 'weight_decay': 0.0008543201919360994, 'dropout_rate': 0.3744482795373122, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 136: Value=0.00483177161541068, Params={'hidden_dim': 40, 'num_layers': 3, 'learning_rate': 0.0002510919103595876, 'weight_decay': 0.00046260914684069754, 'dropout_rate': 0.3545097364135595, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 137: Value=0.0058478759270916185, Params={'hidden_dim': 41, 'num_layers': 5, 'learning_rate': 0.00019714450809366364, 'weight_decay': 0.00010384564101616587, 'dropout_rate': 0.33991707805483734, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 138: Value=0.03235754340639312, Params={'hidden_dim': 32, 'num_layers': 3, 'learning_rate': 0.00027149981493413696, 'weight_decay': 0.00018362970372691278, 'dropout_rate': 0.3500506425236657, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 139: Value=0.015984196285775635, Params={'hidden_dim': 49, 'num_layers': 3, 'learning_rate': 0.00024449125032470145, 'weight_decay': 1.9918478497790264e-07, 'dropout_rate': 0.31749943386937074, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 140: Value=0.013372046695587789, Params={'hidden_dim': 43, 'num_layers': 4, 'learning_rate': 0.00012450291827195662, 'weight_decay': 0.0003073335807797944, 'dropout_rate': 0.3371008015896593, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 141: Value=0.004851533274837929, Params={'hidden_dim': 46, 'num_layers': 3, 'learning_rate': 0.00017584594401479471, 'weight_decay': 0.00048270470035943666, 'dropout_rate': 0.3625165721404423, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 142: Value=0.004879148738732234, Params={'hidden_dim': 39, 'num_layers': 2, 'learning_rate': 0.0001781016090257781, 'weight_decay': 0.0009957743010361308, 'dropout_rate': 0.3684554125957473, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 143: Value=0.00885682180062404, Params={'hidden_dim': 37, 'num_layers': 9, 'learning_rate': 0.00019302082265451758, 'weight_decay': 0.0008701035593018861, 'dropout_rate': 0.36917696538756434, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 144: Value=0.052957543326421164, Params={'hidden_dim': 40, 'num_layers': 2, 'learning_rate': 0.00012651965455158908, 'weight_decay': 0.00046545781072486334, 'dropout_rate': 0.3627221120835013, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 145: Value=0.005057913660256985, Params={'hidden_dim': 29, 'num_layers': 3, 'learning_rate': 0.0003451891310799027, 'weight_decay': 0.0003638551055689807, 'dropout_rate': 0.3511430277648934, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 146: Value=0.0057608309814528155, Params={'hidden_dim': 44, 'num_layers': 2, 'learning_rate': 0.0002419980700443244, 'weight_decay': 0.0006905132439983436, 'dropout_rate': 0.32761219950041687, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 147: Value=0.005134424122451725, Params={'hidden_dim': 36, 'num_layers': 4, 'learning_rate': 0.0001395085547949706, 'weight_decay': 0.001053713894043776, 'dropout_rate': 0.3768311500607463, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 148: Value=0.04135414048619276, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 9.941377432641896e-05, 'weight_decay': 0.0002196789102238405, 'dropout_rate': 0.34472122254438, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 149: Value=0.004809593446293142, Params={'hidden_dim': 47, 'num_layers': 2, 'learning_rate': 0.0002109712938732454, 'weight_decay': 0.0005734872614630213, 'dropout_rate': 0.3917858597909386, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 150: Value=0.004774862016572249, Params={'hidden_dim': 65, 'num_layers': 2, 'learning_rate': 0.00017864295918160072, 'weight_decay': 0.0005113479199386291, 'dropout_rate': 0.3880639514347661, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 151: Value=0.00484431416955393, Params={'hidden_dim': 63, 'num_layers': 2, 'learning_rate': 0.0001805774223124165, 'weight_decay': 0.0005152454783712637, 'dropout_rate': 0.3919931692303726, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 152: Value=0.004782328799001511, Params={'hidden_dim': 63, 'num_layers': 2, 'learning_rate': 0.00018092559555179857, 'weight_decay': 0.00047370978828674496, 'dropout_rate': 0.39237964801452324, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 153: Value=0.004857829355556061, Params={'hidden_dim': 76, 'num_layers': 2, 'learning_rate': 0.00022455304591845795, 'weight_decay': 0.0005107829664936839, 'dropout_rate': 0.39180770456003056, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 154: Value=0.0061599344271042675, Params={'hidden_dim': 72, 'num_layers': 10, 'learning_rate': 0.00020554970191462803, 'weight_decay': 0.0003555432914705207, 'dropout_rate': 0.39319147794378057, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 155: Value=0.016604782347249113, Params={'hidden_dim': 94, 'num_layers': 2, 'learning_rate': 0.0001528469975605788, 'weight_decay': 0.0005211264497683111, 'dropout_rate': 0.3891399208073723, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 156: Value=0.004779168594831407, Params={'hidden_dim': 77, 'num_layers': 2, 'learning_rate': 0.00018055586842544822, 'weight_decay': 0.0007717764487178327, 'dropout_rate': 0.3829174156870417, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 157: Value=0.004789675859820327, Params={'hidden_dim': 64, 'num_layers': 2, 'learning_rate': 0.00017734656344234922, 'weight_decay': 0.000827744513468302, 'dropout_rate': 0.3844416804963207, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 158: Value=0.00482140941264961, Params={'hidden_dim': 81, 'num_layers': 2, 'learning_rate': 0.00017743380140405678, 'weight_decay': 0.0007858836650809647, 'dropout_rate': 0.3988952224941564, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 159: Value=0.04283721574138094, Params={'hidden_dim': 80, 'num_layers': 2, 'learning_rate': 0.00017263096492528408, 'weight_decay': 0.00027518828176368063, 'dropout_rate': 0.3820379257771482, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 160: Value=0.004830638030231301, Params={'hidden_dim': 88, 'num_layers': 2, 'learning_rate': 0.0001858402221509, 'weight_decay': 0.0006652490498421752, 'dropout_rate': 0.4007730576810398, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 161: Value=0.0048498852597254035, Params={'hidden_dim': 94, 'num_layers': 2, 'learning_rate': 0.0001894996257106875, 'weight_decay': 0.0006851577027021456, 'dropout_rate': 0.41054314369794076, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 162: Value=0.004915012906649614, Params={'hidden_dim': 97, 'num_layers': 2, 'learning_rate': 0.00020444661046700816, 'weight_decay': 0.0013130070482709577, 'dropout_rate': 0.40649090542201977, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 163: Value=0.004810349098834993, Params={'hidden_dim': 87, 'num_layers': 2, 'learning_rate': 0.00014894602958172504, 'weight_decay': 0.0006364769049939536, 'dropout_rate': 0.39817574315800036, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 164: Value=0.005153555776058866, Params={'hidden_dim': 107, 'num_layers': 2, 'learning_rate': 0.00014863178208561633, 'weight_decay': 0.001912791082784278, 'dropout_rate': 0.4241359437903569, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 165: Value=0.004687697027744829, Params={'hidden_dim': 86, 'num_layers': 2, 'learning_rate': 0.00013439156753771895, 'weight_decay': 0.0007095853725759279, 'dropout_rate': 0.3985096376413584, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 166: Value=0.028930554180907297, Params={'hidden_dim': 88, 'num_layers': 2, 'learning_rate': 0.00011367560435791122, 'weight_decay': 0.0003519497037387821, 'dropout_rate': 0.3960784788226984, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 167: Value=0.004741594983203767, Params={'hidden_dim': 82, 'num_layers': 2, 'learning_rate': 0.0001575325649669764, 'weight_decay': 0.0006595190874351553, 'dropout_rate': 0.39819083018326656, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 168: Value=0.005120974348598105, Params={'hidden_dim': 104, 'num_layers': 2, 'learning_rate': 9.053939748043826e-05, 'weight_decay': 0.0012374105560328372, 'dropout_rate': 0.3967929407544261, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 169: Value=0.04049396771664184, Params={'hidden_dim': 83, 'num_layers': 2, 'learning_rate': 0.00013663687256267845, 'weight_decay': 0.0006866635403860436, 'dropout_rate': 0.38455804526188175, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 170: Value=0.008219242198019675, Params={'hidden_dim': 89, 'num_layers': 2, 'learning_rate': 0.00022933937743692897, 'weight_decay': 0.0015925378161518095, 'dropout_rate': 0.40184041262189674, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 171: Value=0.004778114642835329, Params={'hidden_dim': 80, 'num_layers': 2, 'learning_rate': 0.00016285409321831486, 'weight_decay': 0.0005943437633090843, 'dropout_rate': 0.38656304542523107, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 172: Value=0.004882489628695911, Params={'hidden_dim': 83, 'num_layers': 3, 'learning_rate': 0.0001640962933490595, 'weight_decay': 0.0007913764307722273, 'dropout_rate': 0.38539069579015695, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 173: Value=0.045627487287073464, Params={'hidden_dim': 75, 'num_layers': 2, 'learning_rate': 0.0001105996498140905, 'weight_decay': 0.00039591704346627384, 'dropout_rate': 0.4146431994606318, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 174: Value=0.004785316765298753, Params={'hidden_dim': 89, 'num_layers': 2, 'learning_rate': 0.000151999331258331, 'weight_decay': 0.0006099022360523079, 'dropout_rate': 0.399843649806277, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 175: Value=0.03821750120755548, Params={'hidden_dim': 112, 'num_layers': 2, 'learning_rate': 0.00015308286002452194, 'weight_decay': 0.00031628277490636014, 'dropout_rate': 0.42241870156119166, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
